gene,cds_len,utr_len,cds_fw,cds_te,cds_skew,cds_kurt,utr_fw,utr_te,utr_skew,utr_kurt,gradient_fw,gradient_te,n_cds_windows,n_utr_windows
APBB2,2280,6619,0.0,0.0,0.8263,-0.0525,0.003861,1.455e-05,0.666,-0.3407,0.003861,1.455e-05,87,260
APBB3,1482,328,0.037037,9.326e-05,0.8935,0.6108,0.0,0.0,0.9181,0.1469,-0.037037,-9.326e-05,55,9
APC,8586,910,0.029586,0.00050764,1.2529,1.9392,0.0,0.0,0.8088,-0.298,-0.029586,-0.00050764,339,32
APC2,6912,3267,0.02583,0.00076973,1.584,3.1798,0.016,0.00030636,1.0702,1.7326,-0.00983,-0.00046337,272,126
APCDD1,1545,2258,0.0,0.0,0.968,0.5598,0.0,0.0,0.7041,0.0242,0.0,0.0,57,86
APCDD1L,1506,2381,0.0,0.0,0.7138,-0.5577,0.0,0.0,0.4614,-0.359,0.0,0.0,56,91
APCS,672,253,0.0,0.0,0.3183,-0.7566,0.0,0.0,0.5875,-1.3448,0.0,0.0,22,6
APEH,2280,174,0.011628,0.00018005,0.5467,-0.3276,,,,,,,87,0
APEX1,978,496,0.0,0.0,0.6105,-0.7075,0.071429,0.00133284,1.5009,2.2344,0.071429,0.00133284,35,15
APEX2,1557,1682,0.035088,0.00177099,2.2518,6.0148,0.016129,0.00033532,0.7666,-0.0477,-0.018959,-0.00143567,58,63
APH1A,798,932,0.038462,0.00049712,0.7791,0.2879,0.0,0.0,0.3013,-0.6164,-0.038462,-0.00049712,27,33
APH1B,774,3364,0.08,0.00104858,1.4267,1.3197,0.015504,0.00016923,0.9933,0.8732,-0.064496,-0.00087935,26,130
API5,1575,2151,0.0,0.0,0.8114,-0.3372,0.025,0.00036115,1.006,0.5373,0.025,0.00036115,58,81
APIP,729,517,0.041667,6.24e-05,0.6723,-0.5326,0.066667,0.00125987,1.9069,3.3935,0.025,0.00119747,25,16
APLF,1536,2287,0.035714,0.00042792,1.6773,3.1216,0.011628,8.422e-05,1.1937,1.103,-0.024086,-0.0003437,57,87
APLN,519,2993,0.0,0.0,1.2594,1.4048,0.008772,0.00031714,1.3897,2.6313,0.008772,0.00031714,16,115
APLNR,1143,583,0.05,0.00087393,1.3609,2.1375,0.0,0.0,0.9986,0.6185,-0.05,-0.00087393,41,19
APLP1,2022,479,0.026667,4.763e-05,0.735,-0.4716,0.071429,0.00307193,1.5471,2.4095,0.044762,0.0030243,76,15
APLP2,2358,1439,0.033708,0.0011155,1.4477,3.5718,0.019231,1.92e-06,0.4959,-0.5365,-0.014477,-0.00111358,90,53
APMAP,1383,951,0.04,0.00029075,1.0577,1.0579,0.03125,0.00194337,2.7038,9.4242,-0.00875,0.00165262,51,33
APOA1,837,93,0.0,0.0,0.7847,0.1231,,,,,,,29,0
APOA2,402,128,0.0,0.0,0.8161,-0.6846,,,,,,,11,0
APOA4,1191,280,0.02381,0.00021606,0.9778,1.2827,0.0,0.0,1.4126,0.5635,-0.02381,-0.00021606,43,7
APOA5,1185,62,0.0,0.0,0.5605,-0.6029,,,,,,,43,0
APOB,13692,429,0.012915,6.937e-05,0.7823,0.2156,0.083333,0.00531136,2.1366,3.6969,0.070418,0.00524199,543,13
APOBEC1,711,183,0.043478,0.00068113,1.3216,1.9171,,,,,,,24,0
APOBEC2,675,958,0.0,0.0,0.7584,-0.3726,0.0,0.0,1.5943,2.5478,0.0,0.0,22,34
APOBEC3A,600,878,0.0,0.0,0.5131,-0.6868,0.0,0.0,0.5584,-0.7028,0.0,0.0,19,31
APOBEC3B,1473,371,0.018868,3.387e-05,0.912,0.2766,0.0,0.0,1.1875,0.3314,-0.018868,-3.387e-05,54,10
APOBEC3C,573,2071,0.0,0.0,0.3507,-1.4286,0.0,0.0,0.6935,0.1123,0.0,0.0,18,78
APOBEC3D,1161,1354,0.0,0.0,0.818,-0.136,0.0,0.0,0.5997,-0.7998,0.0,0.0,42,50
APOBEC3F,1122,3374,0.0,0.0,0.6649,-0.2908,0.023256,0.00033342,1.1251,1.4283,0.023256,0.00033342,40,130
APOBEC3G,1155,409,0.02439,6.554e-05,0.8246,-0.257,0.0,0.0,0.2444,-1.4997,-0.02439,-6.554e-05,42,12
APOBEC3H,603,420,0.052632,2.298e-05,0.8562,-0.3051,0.0,0.0,0.883,-0.4115,-0.052632,-2.298e-05,20,12
APOBEC4,1104,1678,0.0,0.0,0.5094,-0.9126,0.032258,0.00167054,2.0346,5.2933,0.032258,0.00167054,40,63
APOBR,3330,495,0.03125,0.00083779,1.5237,3.4172,0.0,0.0,0.0795,-1.4279,-0.03125,-0.00083779,129,15
APOC1,390,172,0.1,0.00072429,0.5107,-0.6425,,,,,,,11,0
APOC2,351,352,0.0,0.0,0.1926,-1.1905,0.0,0.0,-0.87,-0.0902,0.0,0.0,9,9
APOC3,357,230,0.0,0.0,0.4246,-1.3885,,,,,,,10,0
APOC4,405,230,0.0,0.0,-0.2804,-0.3954,,,,,,,12,0
APOC4-APOC2,537,143,0.0,0.0,-0.1246,-1.5143,,,,,,,17,0
APOD,646,136,0.0,0.0,0.7669,-0.3821,,,,,,,21,0
APOE,1008,211,0.0,0.0,0.5829,-0.7748,,,,,,,36,0
APOF,1020,769,0.0,0.0,0.6641,0.0032,0.0,0.0,1.0057,0.535,0.0,0.0,36,26
APOH,1038,136,0.0,0.0,0.7738,-0.4437,,,,,,,37,0
APOL1,1284,1700,0.0,0.0,0.7934,-0.1402,0.016129,6.811e-05,0.5256,-0.6472,0.016129,6.811e-05,47,63
APOL2,1350,71,0.020833,5.598e-05,0.6594,-0.1285,,,,,,,49,0
APOL3,1209,1446,0.023256,0.00109586,1.6776,3.1072,0.0,0.0,0.7881,-0.0653,-0.023256,-0.00109586,44,53
APOL4,1056,2171,0.0,0.0,0.6727,-0.761,0.0,0.0,0.759,-0.2401,0.0,0.0,38,82
APOL5,1302,136,0.021739,0.00031859,1.2937,1.7249,,,,,,,47,0
APOL6,1032,9033,0.0,0.0,0.95,-0.0498,0.005618,6.186e-05,0.8384,0.2817,0.005618,6.186e-05,37,357
APOLD1,921,3847,0.0,0.0,1.2376,0.819,0.040541,0.00049222,0.774,0.3806,0.040541,0.00049222,32,149
APOM,567,194,0.0,0.0,-0.0081,-0.3323,,,,,,,18,0
APOO,690,657,0.0,0.0,0.627,-0.8865,0.0,0.0,0.0319,-1.3133,0.0,0.0,23,22
APOOL,816,121,0.037037,0.00046799,0.5935,-0.908,,,,,,,28,0
APP,2313,1270,0.022989,0.0005852,1.0258,0.7972,0.0,0.0,0.2937,-0.8019,-0.022989,-0.0005852,88,46
APPBP2,1782,610,0.0,0.0,0.4719,-0.9042,0.0,0.0,0.5164,-0.8605,0.0,0.0,67,20
APPL1,2130,691,0.0,0.0,0.2011,-0.9827,0.045455,0.00092635,0.7623,-0.4718,0.045455,0.00092635,81,23
APPL2,2214,1140,0.012048,0.00060059,1.3097,3.0822,0.025,0.00093387,1.5428,2.4238,0.012952,0.00033328,84,41
APRT,789,268,0.115385,0.00107254,0.8525,-0.4578,0.0,0.0,-0.1286,-1.5459,-0.115385,-0.00107254,27,6
APTX,1029,948,0.0,0.0,0.9416,0.0611,0.0,0.0,0.8294,0.1909,0.0,0.0,37,33
AQP1,837,1944,0.0,0.0,0.823,0.4979,0.013889,9.412e-05,1.0179,0.3557,0.013889,9.412e-05,29,73
AQP10,909,905,0.0,0.0,0.6947,-0.4898,0.0,0.0,0.851,0.1903,0.0,0.0,32,32
AQP11,816,1019,0.0,0.0,0.7534,-0.5569,0.0,0.0,0.5905,-0.7483,0.0,0.0,28,36
AQP12A,888,175,0.0,0.0,1.0317,0.8552,,,,,,,31,0
AQP12B,924,175,0.0,0.0,1.1875,0.8214,,,,,,,32,0
AQP2,816,3364,0.0,0.0,0.2561,-1.0599,0.023256,0.00072904,1.6347,4.3248,0.023256,0.00072904,28,130
AQP3,879,946,0.0,0.0,0.8456,-0.3209,0.03125,0.00063687,0.8781,-0.0831,0.03125,0.00063687,31,33
AQP4,1059,4099,0.0,0.0,0.0889,-1.1935,0.031646,0.00030763,1.2376,1.1598,0.031646,0.00030763,38,159
AQP5,798,651,0.076923,0.00091349,1.3167,1.2952,0.0,0.0,0.6681,-0.6164,-0.076923,-0.00091349,27,21
AQP6,849,1695,0.035714,6.37e-05,0.6724,0.1764,0.016129,0.00027043,0.8989,0.7659,-0.019585,0.00020673,29,63
AQP7,1029,2035,0.027778,8.695e-05,1.0615,0.9821,0.0,0.0,0.5077,-0.6552,-0.027778,-8.695e-05,37,77
AQP7B,1041,179,0.027778,0.00032497,1.2947,1.0101,,,,,,,37,0
AQP8,786,539,0.0,0.0,-0.4382,-0.7271,0.0,0.0,0.8529,-0.1508,0.0,0.0,27,17
AQP9,1008,1995,0.057143,0.00050524,0.8687,-0.3228,0.013514,5.627e-05,0.6435,-0.3019,-0.043629,-0.00044897,36,75
AQR,4458,5139,0.017341,0.00021177,0.9163,0.8059,0.035,0.00048411,1.0966,0.8313,0.017659,0.00027234,174,201
AR,2763,7904,0.038095,0.00066806,1.0414,0.7838,0.022508,0.00052969,1.1214,1.6259,-0.015587,-0.00013837,106,312
ARAF,1866,562,0.0,0.0,0.8195,0.296,0.0,0.0,0.1228,-1.0013,0.0,0.0,70,18
ARAP1,4353,803,0.029586,0.00066135,1.2492,1.8865,0.0,0.0,0.6595,-0.5697,-0.029586,-0.00066135,170,28
ARAP2,5115,2398,0.0,0.0,0.6415,-0.3678,0.0,0.0,0.7878,0.2506,0.0,0.0,200,91
ARAP3,4692,641,0.027473,0.00026198,1.1673,0.9048,0.0,0.0,0.4193,-0.3748,-0.027473,-0.00026198,183,21
ARB2A,1287,3058,0.043478,0.00025106,1.06,0.4651,0.008547,2.6e-07,0.591,-0.497,-0.034931,-0.0002508,47,118
ARC,1191,1759,0.0,0.0,0.8243,0.0239,0.0,0.0,0.8838,0.3191,0.0,0.0,43,66
ARCN1,1659,2379,0.0,0.0,0.5437,-0.5238,0.022222,0.00060656,0.8689,0.7035,0.022222,0.00060656,62,91
AREG,825,131,0.037037,0.00019864,0.8107,0.5526,,,,,,,28,0
AREL1,2472,2945,0.010753,3.815e-05,0.8109,0.2173,0.0,0.0,0.6362,-0.0658,-0.010753,-3.815e-05,94,113
ARF1,546,1294,0.0,0.0,1.3475,1.0928,0.0,0.0,0.9542,1.1169,0.0,0.0,17,47
ARF3,546,3495,0.0,0.0,0.6774,0.5904,0.0,0.0,0.7644,0.1558,0.0,0.0,17,135
ARF4,543,1053,0.0,0.0,1.537,2.5596,0.027027,0.0004185,1.2311,1.6505,0.027027,0.0004185,17,38
ARF5,660,530,0.0,0.0,0.9932,0.6413,0.0,0.0,0.7213,-0.1589,0.0,0.0,22,17
ARF6,528,3448,0.0,0.0,0.62,-1.2738,0.030303,0.00052891,1.1258,1.3273,0.030303,0.00052891,17,133
ARFGAP1,1380,2025,0.0,0.0,0.8995,-0.2525,0.013333,3.329e-05,0.9858,0.3589,0.013333,3.329e-05,51,76
ARFGAP2,1683,1802,0.0,0.0,0.7581,-0.368,0.015152,2.72e-05,0.625,-0.1765,0.015152,2.72e-05,63,67
ARFGAP3,1551,1177,0.035714,0.0007225,1.1752,1.8237,0.0,0.0,1.169,0.9417,-0.035714,-0.0007225,57,42
ARFGEF1,5550,1770,0.018519,0.00030596,1.0839,1.0433,0.061538,0.00084087,1.0659,0.4976,0.043019,0.00053491,217,66
ARFGEF2,5358,3673,0.033493,0.00040992,1.1263,0.8057,0.007092,0.00043131,1.1487,2.1147,-0.026401,2.139e-05,210,142
ARFGEF3,6591,2293,0.01938,0.00015522,0.9517,0.6625,0.011628,0.00017041,1.0008,0.6649,-0.007752,1.519e-05,259,87
ARFIP1,1173,1957,0.02439,0.00128102,2.1811,7.237,0.027397,0.00086061,1.0409,0.9389,0.003007,-0.00042041,42,74
ARFIP2,1125,2721,0.025641,0.00064359,1.5736,3.1084,0.0,0.0,0.6053,-0.218,-0.025641,-0.00064359,40,104
ARFRP1,738,1020,0.083333,0.00070783,0.9736,-0.3233,0.028571,0.00035821,1.1635,2.3924,-0.054762,-0.00034962,25,36
ARG1,993,475,0.0,0.0,0.504,-0.2891,0.0,0.0,0.0714,-0.809,0.0,0.0,35,14
ARG2,1065,846,0.054054,0.00032986,1.1216,0.4782,0.0,0.0,0.5051,-0.5405,-0.054054,-0.00032986,38,29
ARGFX,948,4099,0.0,0.0,0.837,0.4652,0.025316,0.00033969,1.2473,1.3618,0.025316,0.00033969,33,159
ARGLU1,915,885,0.096774,0.0006851,1.1669,0.9034,0.0,0.0,1.112,0.5858,-0.096774,-0.0006851,32,31
ARHGAP1,1485,2065,0.037037,0.0006771,1.0315,0.3106,0.0,0.0,0.7072,-0.05,-0.037037,-0.0006771,55,78
ARHGAP10,2448,898,0.01087,0.00025246,0.7974,0.3365,0.0,0.0,0.3001,-1.1174,-0.01087,-0.00025246,93,31
ARHGAP11A,3168,1844,0.033058,0.00042175,1.208,1.5904,0.044118,0.0007965,1.1345,1.1374,0.01106,0.00037475,122,69
ARHGAP11A-SCG5,1878,1250,0.014286,2.139e-05,0.7682,-0.0557,0.068182,0.00172411,1.7493,3.0234,0.053896,0.00170272,71,45
ARHGAP11B,804,1238,0.0,0.0,0.4407,-1.2498,0.022727,0.00012189,0.6123,-0.8568,0.022727,0.00012189,28,45
ARHGAP12,2541,2519,0.041667,0.0014067,2.0939,5.5327,0.031579,0.00036422,1.1879,1.1392,-0.010088,-0.00104248,97,96
ARHGAP15,1509,266,0.0,0.0,1.0807,0.6736,0.0,0.0,-0.4689,-1.4495,0.0,0.0,56,6
ARHGAP17,2742,794,0.009615,9.322e-05,0.6897,-0.0648,0.076923,0.00275495,1.8584,3.5443,0.067308,0.00266173,105,27
ARHGAP18,1992,2422,0.0,0.0,0.6748,0.2645,0.010989,0.00016632,1.0576,0.7492,0.010989,0.00016632,75,92
ARHGAP19,1578,3976,0.0,0.0,0.9347,0.4684,0.026144,0.00038055,1.1635,1.5516,0.026144,0.00038055,59,154
ARHGAP19-SLIT1,1554,322,0.017544,0.00015565,0.8619,0.7609,0.0,0.0,0.8234,-0.8253,-0.017544,-0.00015565,58,8
ARHGAP20,3576,2613,0.014599,4.194e-05,0.8803,0.1807,0.050505,0.00101965,2.0569,4.9483,0.035906,0.00097771,138,100
ARHGAP21,5979,1358,0.017094,0.00020752,1.0733,0.6822,0.020408,0.00065664,1.1623,1.5537,0.003314,0.00044912,235,50
ARHGAP22,2145,207,0.0,0.0,0.7118,0.0269,,,,,,,81,0
ARHGAP23,4818,1459,0.02139,0.00027698,1.122,1.1521,0.037736,0.00092312,1.2917,1.7253,0.016346,0.00064614,188,54
ARHGAP24,2247,2374,0.011905,9.716e-05,0.8653,-0.0256,0.022472,0.00025346,0.8341,-0.3969,0.010567,0.0001563,85,90
ARHGAP25,1941,1028,0.027778,0.00057634,1.2137,1.6899,0.0,0.0,0.6854,-0.5757,-0.027778,-0.00057634,73,37
ARHGAP26,2445,6950,0.032609,0.00043528,0.929,0.5068,0.022059,0.00060167,1.1896,1.9618,-0.01055,0.00016639,93,273
ARHGAP27,2670,1572,0.019802,0.00019021,1.0874,1.0286,0.017544,0.00044353,1.2367,2.8985,-0.002258,0.00025332,102,58
ARHGAP28,2190,3668,0.02439,0.00030967,1.1168,1.22,0.014184,6.377e-05,0.9785,0.676,-0.010206,-0.0002459,83,142
ARHGAP29,3828,1463,0.006757,2.798e-05,1.1065,1.2978,0.037736,7.854e-05,1.3676,1.9649,0.030979,5.056e-05,149,54
ARHGAP30,3306,1036,0.007874,6.974e-05,0.7263,-0.1889,0.027778,0.00026091,1.2755,1.5343,0.019904,0.00019117,128,37
ARHGAP31,4335,4972,0.011905,0.00028663,1.3055,3.1816,0.015544,9.569e-05,0.873,0.0929,0.003639,-0.00019094,169,194
ARHGAP32,6306,3974,0.012146,0.00017881,0.8991,0.5525,0.019608,0.00018508,0.997,0.7502,0.007462,6.27e-06,248,154
ARHGAP33,3864,488,0.033557,0.00048721,1.1479,0.9903,0.0,0.0,1.1415,1.108,-0.033557,-0.00048721,150,15
ARHGAP35,4500,4790,0.011494,0.00024514,1.1895,1.8631,0.016129,0.0002423,1.151,1.1845,0.004635,-2.84e-06,175,187
ARHGAP36,1644,1341,0.0,0.0,0.9299,-0.2315,0.0,0.0,0.5415,-0.5481,0.0,0.0,61,49
ARHGAP39,3369,1437,0.023256,0.00074474,1.15,1.8126,0.0,0.0,0.767,-0.2976,-0.023256,-0.00074474,130,53
ARHGAP4,2961,411,0.00885,0.00022798,0.8874,1.0864,0.0,0.0,0.4379,-1.3657,-0.00885,-0.00022798,114,12
ARHGAP40,2028,939,0.0,0.0,0.9243,1.1158,0.0,0.0,0.5769,-0.9428,0.0,0.0,77,33
ARHGAP42,2625,5531,0.030303,0.00037559,1.3496,1.7377,0.018519,0.0003064,1.1288,1.5327,-0.011784,-6.919e-05,100,217
ARHGAP44,2457,1813,0.010753,0.00020155,1.1631,1.6958,0.029851,0.00041864,1.0234,0.65,0.019098,0.00021709,94,68
ARHGAP45,3495,846,0.022388,0.00038349,1.166,1.6072,0.0,0.0,0.3338,-0.8389,-0.022388,-0.00038349,135,29
ARHGAP5,4509,372,0.022857,0.00063642,1.5671,3.5891,0.0,0.0,1.6761,2.0475,-0.022857,-0.00063642,176,10
ARHGAP6,2925,2411,0.018018,0.00066358,1.4698,3.6836,0.0,0.0,0.7152,-0.3899,-0.018018,-0.00066358,112,92
ARHGAP8,1497,306,0.018519,0.00019752,0.8422,0.133,0.142857,0.00154083,1.2682,0.5578,0.124338,0.00134331,55,8
ARHGAP9,2253,659,0.023529,0.00057,1.5556,3.2294,0.0,0.0,0.365,-0.7752,-0.023529,-0.00057,86,22
ARHGDIA,748,67,0.0,0.0,0.5127,-0.534,,,,,,,25,0
ARHGDIB,606,568,0.0,0.0,0.7117,-0.2292,0.058824,0.00028155,1.2725,1.5661,0.058824,0.00028155,20,18
ARHGDIG,720,189,0.0,0.0,0.3738,-1.053,,,,,,,24,0
ARHGEF1,2961,457,0.0,0.0,0.7691,-0.4655,0.0,0.0,0.8676,-0.5616,0.0,0.0,114,14
ARHGEF10,4110,1370,0.018868,0.0004426,1.2577,2.0661,0.020408,0.00011301,0.5915,-0.0448,0.00154,-0.00032959,160,50
ARHGEF10L,3843,756,0.0,0.0,0.5755,-0.3812,0.0,0.0,1.09,0.9569,0.0,0.0,149,26
ARHGEF11,4737,2572,0.005435,0.00013316,0.8688,0.1724,0.020619,0.00071384,1.4469,3.2373,0.015184,0.00058068,185,98
ARHGEF12,4635,5691,0.011111,0.00017104,0.9007,0.5002,0.018018,0.00024844,0.9274,0.5782,0.006907,7.74e-05,181,223
ARHGEF15,2571,2286,0.010309,0.00043346,1.4884,3.3861,0.023256,9.607e-05,1.3312,1.865,0.012947,-0.00033739,98,87
ARHGEF16,2295,698,0.0,0.0,0.9304,0.2985,0.045455,0.00016129,0.7955,-0.089,0.045455,0.00016129,87,23
ARHGEF17,6192,1971,0.016529,0.0003094,0.9772,0.7733,0.027397,0.00021241,0.8703,0.0431,0.010868,-9.699e-05,243,74
ARHGEF18,4086,2595,0.031646,0.00043056,0.9802,0.927,0.030612,0.00031646,1.3063,1.79,-0.001034,-0.0001141,159,99
ARHGEF19,2409,913,0.021978,0.00051755,1.2553,2.3308,0.0,0.0,0.5489,-0.9964,-0.021978,-0.00051755,92,32
ARHGEF2,3390,1337,0.007692,2.729e-05,0.8543,0.141,0.020833,7.3e-06,1.149,1.0057,0.013141,-1.999e-05,131,49
ARHGEF25,1860,386,0.043478,0.00070139,1.2391,1.2279,0.1,0.00163338,1.9046,2.8371,0.056522,0.00093199,70,11
ARHGEF26,2868,865,0.009174,7.1e-06,0.9728,0.1863,0.103448,0.00285006,1.4484,1.4331,0.094274,0.00284296,110,30
ARHGEF28,5196,596,0.029703,0.00039881,1.0544,0.5307,0.055556,0.00032889,0.687,0.3558,0.025853,-6.992e-05,203,19
ARHGEF3,1677,1962,0.0,0.0,0.7214,0.0796,0.013699,6.481e-05,0.8013,0.2605,0.013699,6.481e-05,62,74
ARHGEF33,2757,1881,0.0,0.0,0.9893,0.5694,0.028571,0.00121498,1.7115,3.2624,0.028571,0.00121498,106,71
ARHGEF35,1455,1154,0.0,0.0,0.4417,-0.7575,0.04878,0.0002632,1.0149,0.4277,0.04878,0.0002632,54,42
ARHGEF37,2028,2915,0.039474,0.0006517,1.3833,2.6184,0.009009,4.832e-05,0.7788,0.0726,-0.030465,-0.00060338,77,112
ARHGEF38,2334,3123,0.022727,0.00030829,1.3106,1.8822,0.042017,0.00050977,1.307,1.73,0.01929,0.00020148,89,120
ARHGEF39,1008,2670,0.0,0.0,0.8592,-0.0977,0.059406,0.00056558,1.3053,1.3557,0.059406,0.00056558,36,102
ARHGEF4,5631,1104,0.022727,0.00027187,0.8114,0.3034,0.0,0.0,0.7081,-0.423,-0.022727,-0.00027187,221,40
ARHGEF40,4641,629,0.005556,5.02e-06,0.7075,-0.5063,0.0,0.0,0.7188,0.1438,-0.005556,-5.02e-06,181,21
ARHGEF5,4794,688,0.010753,1.358e-05,0.9319,0.4613,0.045455,0.00032922,0.9784,1.506,0.034702,0.00031564,187,23
ARHGEF6,2412,2604,0.021978,0.00019047,0.8382,0.0923,0.010101,6.384e-05,0.7978,-0.0545,-0.011877,-0.00012663,92,100
ARHGEF7,2589,2836,0.010204,0.00014185,0.8098,0.6178,0.037037,0.00041102,0.7323,-0.0556,0.026833,0.00026917,99,109
ARHGEF9,1695,2949,0.048387,0.00076473,1.0251,0.9501,0.0,0.0,0.871,-0.011,-0.048387,-0.00076473,63,113
ARID1A,6858,1737,0.02974,0.00031586,1.2009,1.7085,0.0,0.0,0.6278,-0.2876,-0.02974,-0.00031586,270,65
ARID1B,7248,1368,0.035211,0.0007585,1.2495,2.5588,0.040816,0.00152469,1.7979,4.3783,0.005605,0.00076619,285,50
ARID2,5508,3886,0.009302,8.324e-05,0.857,0.1913,0.033333,0.00050667,1.0127,0.6396,0.024031,0.00042343,216,151
ARID3A,1782,4166,0.015152,0.00011509,0.8811,0.3887,0.024845,0.00052277,0.9937,0.5988,0.009693,0.00040768,67,162
ARID3B,1686,2557,0.064516,0.00065141,0.9602,0.3187,0.041237,0.00048258,1.0775,0.897,-0.023279,-0.00016883,63,98
ARID3C,1239,631,0.0,0.0,0.6737,-0.0338,0.0,0.0,0.8318,-0.672,0.0,0.0,45,21
ARID4A,3834,1133,0.006757,4.093e-05,1.036,1.1268,0.05,0.00026294,1.2352,1.1967,0.043243,0.00022201,149,41
ARID4B,3939,2007,0.019737,0.00032794,0.8579,0.3521,0.013333,0.00035125,1.1844,1.5843,-0.006404,2.331e-05,153,76
ARID5A,1998,396,0.0,0.0,0.9691,0.2011,0.0,0.0,0.2048,-1.1441,0.0,0.0,75,11
ARID5B,3567,3925,0.021898,0.00032912,0.9763,0.7475,0.019868,6.29e-05,1.0812,0.9751,-0.00203,-0.00026622,138,152
ARIH1,1674,20005,0.016393,0.00034552,1.3907,2.0278,0.021384,0.00031902,1.101,1.4416,0.004991,-2.65e-05,62,796
ARIH2,1572,1316,0.0,0.0,0.8039,0.1625,0.0,0.0,1.0084,0.4982,0.0,0.0,58,48
ARK2C,1041,6761,0.083333,0.00114326,1.0899,0.5355,0.011321,0.0001144,0.8939,0.2848,-0.072012,-0.00102886,37,266
ARK2N,1215,4241,0.0,0.0,0.8549,-0.0623,0.02439,0.00029983,1.302,1.7426,0.02439,0.00029983,44,165
ARL1,585,294,0.0,0.0,-0.4127,-0.903,0.0,0.0,-0.101,-0.9028,0.0,0.0,19,7
ARL10,735,10091,0.0,0.0,0.2709,-0.9279,0.027638,0.00034853,1.0785,1.2162,0.027638,0.00034853,25,399
ARL11,591,2961,0.0,0.0,0.3833,-1.4631,0.044248,0.00101881,1.2975,1.8635,0.044248,0.00101881,19,114
ARL13A,873,662,0.034483,0.00017394,0.6738,-0.3104,0.0,0.0,0.0333,-0.976,-0.034483,-0.00017394,30,22
ARL13B,1374,2150,0.040816,0.00058987,1.3408,1.6057,0.0125,0.00025987,1.0439,0.3237,-0.028316,-0.00033,50,81
ARL14,579,710,0.0,0.0,0.7711,-0.4701,0.043478,0.00068193,1.4248,1.7753,0.043478,0.00068193,19,24
ARL14EP,783,1590,0.076923,0.00057302,0.8175,-0.0983,0.0,0.0,0.6341,-0.1422,-0.076923,-0.00057302,27,59
ARL14EPL,459,1455,0.0,0.0,0.9525,0.022,0.018868,0.00034494,1.2613,2.1828,0.018868,0.00034494,14,54
ARL15,615,2713,0.0,0.0,0.9062,-0.0238,0.019417,0.00020119,1.0744,0.8707,0.019417,0.00020119,20,104
ARL16,522,565,0.0,0.0,1.6732,2.3016,0.058824,2.569e-05,0.1469,-1.4744,0.058824,2.569e-05,16,18
ARL17A,720,372,0.0,0.0,0.7425,-0.4297,0.0,0.0,0.6465,-0.9832,0.0,0.0,24,10
ARL17B,546,185,0.0,0.0,0.747,-0.1951,,,,,,,17,0
ARL2,555,377,0.0,0.0,0.3279,-0.8014,0.0,0.0,0.1889,-1.484,0.0,0.0,18,10
ARL2-SNX15,342,2050,0.0,0.0,-0.2197,-1.1113,0.013158,0.00031302,0.7024,-0.4896,0.013158,0.00031302,9,77
ARL2BP,516,0,0.0,0.0,0.6214,-0.7617,,,,,,,16,0
ARL3,633,263,0.0,0.0,0.9202,-0.5251,0.0,0.0,0.4587,-1.4541,0.0,0.0,21,6
ARL4A,603,693,0.0,0.0,0.4588,-0.884,0.0,0.0,0.4272,-1.2261,0.0,0.0,20,23
ARL4C,606,3260,0.0,0.0,2.5496,6.8837,0.024,0.0002929,0.8901,0.4396,0.024,0.0002929,20,126
ARL4D,606,972,0.0,0.0,0.7824,0.0304,0.0,0.0,0.6269,-0.3368,0.0,0.0,20,34
ARL5A,540,4724,0.0,0.0,0.9957,0.1466,0.010929,0.00027584,1.345,2.1194,0.010929,0.00027584,17,184
ARL5B,540,6630,0.0,0.0,0.5955,-0.8281,0.030769,0.00074509,1.3185,2.7706,0.030769,0.00074509,17,261
ARL5C,540,401,0.0,0.0,0.4612,-1.0061,0.0,0.0,0.6243,-1.0455,0.0,0.0,17,11
ARL6,582,355,0.0,0.0,1.7876,2.5966,0.111111,0.00059591,1.1475,0.4853,0.111111,0.00059591,19,10
ARL6IP1,612,1666,0.052632,0.00012672,0.3745,-0.6407,0.016393,1.64e-06,0.9201,0.7833,-0.036239,-0.00012508,20,62
ARL6IP4,738,443,0.0,0.0,0.8988,0.1988,0.0,0.0,0.429,0.2216,0.0,0.0,25,13
ARL6IP5,660,1434,0.0,0.0,0.3994,-0.61,0.019231,0.00010314,1.1672,2.3749,0.019231,0.00010314,22,53
ARL6IP6,681,2561,0.045455,0.00036105,1.1079,1.2252,0.010309,0.00010355,0.907,0.6993,-0.035146,-0.0002575,23,98
ARL8A,561,1228,0.0,0.0,0.657,-0.234,0.022727,0.00018053,1.1868,1.1342,0.022727,0.00018053,18,45
ARL8B,561,2372,0.058824,0.00042605,1.1021,0.9289,0.0,0.0,0.359,-0.8143,-0.058824,-0.00042605,18,90
ARL9,798,649,0.038462,0.00302582,2.424,7.2184,0.05,0.00152209,1.9183,4.1031,0.011538,-0.00150373,27,21
ARLN,600,2360,0.0,0.0,0.3755,-0.9483,0.0,0.0,0.6857,-0.5193,0.0,0.0,19,90
ARMC1,855,2151,0.034483,0.00034449,0.921,0.1269,0.0125,0.00023202,1.1407,1.178,-0.021983,-0.00011247,30,81
ARMC10,1179,1567,0.0,0.0,0.6791,-0.5699,0.017544,0.00066721,1.1359,1.9751,0.017544,0.00066721,43,58
ARMC12,1104,65,0.025641,0.00027965,0.8876,0.5117,,,,,,,40,0
